review,clean_text,sentiment
Game cần thêm chế độ phạt cho người đi sai lane. 5 người mỗi người được phân lane rõ ràng xong lại chọn linh tinh,game cần thêm chế độ phạt cho người đi sai lane người mỗi người được phân lane rõ ràng xong lại chọn linh tinh,neutral
This game graphics and realistic is insane but we're just got 3 planes.At least you can add 1 or 2 more planes like A350 or B747 in non pro version🤝🤝,game graphic realistic insane got plane least add plane like b non pro version handshake handshake,negative
it's good full of ads and will waste ur time,good full ad waste time,positive
"The game is GREAT I love it one of the best game ever,but you have to do something about the network please THANKS 👍",game great love one best game ever something network please thanks thumb,positive
Am hooked up ngl,hooked ngl,neutral
I really like this game,really like game,positive
This game is wonderful,game wonderful,positive
Awesome,awesome,positive
I think it's a great game for only 2 dollars (plus taxes) I play this game often it keeps me off things and that I really do love it! The levels some of them are kinda hard. But not really it's a great game! The songs r very good the Levels are great. But I seem that I can't really find any of the levels from the free ones though but I'm still rating this a 5 because it's a great game but yeah there are little bugs but nothing 2 serious but anyways I think everyone who likes this should get it,think great game dollar plus tax play game often keep thing really love level kind hard really great game song r good level great seem really find level free one though still rating great game yeah little bug nothing serious anyways think everyone like get,positive
Very good 👍,good thumb,positive
game quá hay,game quá hay,neutral
I like the game 🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮,like game video game video game video game video game video game video game video game video game video game video game video game video game video game,positive
I purchased a membership but i didn't get it even i submit a request in customer support but problem not solved yet. I'm bery disappointed I'm playing free fire since 5 years. I'm very disappointed with customer service.,purchased membership get even submit request customer support problem solved yet bery disappointed playing free fire since year disappointed customer service,negative
Dumb,dumb,negative
Dont play with wifi .. you lose your game after the ad,play wifi lose game ad,negative
Good to play . In our classroom this what we all play,good play classroom play,positive
MY 3 ACCOUNT BAN WHY PLZ UNPAN my account plz I request u greana owner plz unban my account plz my all account u ban pz,account ban plz unpan account plz request greana owner plz unban account plz account ban pz,neutral
It's amazing the graphics are so good,amazing graphic good,positive
Time passing,time passing,neutral
Bad Game. Hate it 1/10,bad game hate,negative
bakwaas,bakwaas,neutral
❤️,red heart,neutral
"I loved this game! The subtle horror aspect never failed to deliver or appease. The storyline is very well put together, and not to mention the game was challenging while still being fun! Totally worth the money I paid, sad that there's no more! 🥲🖤🤍",loved game subtle horror aspect never failed deliver appease storyline well put together mention game challenging still fun totally worth money paid sad smiling face tear black heart white heart,positive
Best of best but...I wish I could have an another level....coz I don't tired of playing it,best best wish could another level coz tired playing,positive
I ways see this on My ads so I downloaded it it was super fun I don't know if it is a no wifi game but it's cool,way see ad downloaded super fun know wifi game cool,positive
My account is not login in and they are saying that plz log out first so how can i log out first plx tell me,account login saying plz log first log first plx tell,neutral
Completed this game within 2 days,completed game within day,neutral
It’s a very special game indeed. Please Section 2,special game indeed please section,positive
Thangs,thangs,neutral
Good experience 😃😄,good experience grinning face big eye grinning face smiling eye,positive
Bung bundle,bung bundle,neutral
Good. But can I get more free aircraft and hd airport without pro?,good get free aircraft hd airport without pro,positive
im suprized how well this game works on a phone ive played it on console at the time looks good on a phone to controlls pretty well,suprized well game work phone played console time look good phone controlls pretty well,positive
"Just Amazing ! There is a reason why this mobile game made it to consoles. If you are into platformers and enjoy mind bending puzzle which challenges your thinking and timing of action this one is for you. Amazing controls, game design and the atmosphere that this game creates is just amazing best experienced with headsets.",amazing reason mobile game made console platformers enjoy mind bending puzzle challenge thinking timing action one amazing control game design atmosphere game creates amazing best experienced headset,positive
